timestamp,question,expected_keyword,model,valid,retries,agent1_time,graphdb_time,agent2_time,agent3_time,total_time,keyword_hit,answer_length_words,sparql,raw_results,answer,debug_note,ground_truth,prediction,classification
6/30/2026 13:28,"A 74-year-old woman with very fair skin has a lesion on her face that itches, bleeds and appears raised. Her doctor suspects basal cell carcinoma. What diagnostic method would confirm this?",Biopsy,skincancer-llama,True,0,8.23,0.0361,2.98,15.35,26.6,True,53,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?method WHERE { sc:BasalCellCarcinoma sc:diagnosedBy ?method }","Biopsy
VisualExamination","To confirm the diagnosis of basal cell carcinoma on the patient's face, a biopsy is the definitive diagnostic method. This involves removing a sample of tissue from the lesion and examining it under a microscope for cancerous cells. The biopsy results will clearly indicate whether the patient has basal cell carcinoma or not.",,True,True,TP
6/30/2026 13:29,A 67-year-old male smoker has a lesion on his ear. What skin cancers commonly appear on the ear?,SquamousCellCarcinoma,skincancer-llama,False,2,18.69,0.0985,0.0,,18.79,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Ear }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:29,A 68-year-old patient has a lesion on the forearm. What skin cancers are commonly found on the forearm?,ActinicKeratosis,skincancer-llama,False,2,18.81,0.0846,0.0,,18.9,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Forearm }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:29,A 23-year-old patient has a pigmented lesion on the face that has not changed. Could this be a nevus and is it dangerous?,Melanoma,skincancer-llama,False,2,37.12,0.094,5.26,,42.47,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer (sc:hasSymptom | sc:hasRiskFactor | sc:treatedWith | sc:diagnosedBy) ?symptom
WHERE {
  ?symptom rdfs:label ""nevus"" .
  ?cancer sc:commonlyFoundOn sc:Face .
}",Error: 400,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:30,A 73-year-old woman has basal cell carcinoma on her face. Is smoking a risk factor for this condition?,UVExposure,skincancer-llama,True,0,7.0,0.0296,3.18,14.28,24.48,False,43,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:UVExposure }","ActinicKeratosis
BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","The patient's Basal Cell Carcinoma is not directly caused by smoking. While risk factors like cumulative sun exposure are common for this type of skin cancer, other factors can contribute to its development. Further evaluation and management are necessary to ensure complete recovery.",,False,True,FP
6/30/2026 13:31,A patient has a lesion that bleeds. Which skin cancers have bleeding as a symptom?,Melanoma,skincancer-llama,True,0,6.89,0.0344,3.83,15.99,26.74,True,50,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasSymptom sc:Bleeding }","BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","Bleeding is a concerning symptom that can be associated with various skin cancers. While it's not exclusive to any one type, Melanoma and Squamous Cell Carcinoma are both known to sometimes present with this symptom. It's essential to monitor any changing lesions or those that bleed easily in these patients.",,True,True,TP
6/30/2026 13:31,What is skin cancer and how dangerous is it?,Melanoma,skincancer-llama,False,2,30.8,0.0812,0.0,,30.89,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?danger WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasDanger ?danger
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:32,A 78-year-old man who smokes and has had skin cancer before develops a lesion on his back. Which cancer has both smoking and previous skin cancer as risk factors?,Melanoma,skincancer-llama,False,2,31.03,0.0987,0.0,,31.13,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:Smoking .
  ?cancer sc:hasRiskFactor sc:PreviousSkinCancer .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:32,"A 55-year-old woman has an itchy, bleeding, raised lesion on her neck. What skin cancer appears on the neck with these symptoms?",BasalCellCarcinoma,skincancer-llama,False,2,33.16,0.1043,0.0,,33.27,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE{
    ?cancer sc:commonlyFoundOn sc:Face .
    ?cancer sc:hasSymptom sc:Itching .
    ?cancer sc:hasSymptom sc:Bleeding .
    ?cancer sc:hasSymptom sc:Elevation .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:33,A doctor is examining a suspicious mole using dermoscopy. What cancer is typically diagnosed this way?,Melanoma,skincancer-llama,True,0,6.99,0.0124,2.29,17.2,26.5,True,44,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:diagnosedBy sc:Dermoscopy }","Melanoma
SquamousCellCarcinoma","Dermoscopy is a special tool used to closely examine moles and other skin growths. When suspicious changes are found, it often leads to a biopsy, which can diagnose Melanoma or Squamous Cell Carcinoma. These are both types of skin cancer that require different treatments.",,True,True,TP
6/30/2026 13:33,A 62-year-old female smoker has a lesion on her chest. Which skin cancers are associated with smoking?,SquamousCellCarcinoma,skincancer-llama,True,0,8.03,0.048,3.32,15.01,26.4,True,38,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:Smoking }",SquamousCellCarcinoma,"Smoking is a significant risk factor for Squamous Cell Carcinoma, a common type of skin cancer. While other factors like sun exposure play a role, smoking can increase the likelihood of developing this aggressive form of skin cancer.",,True,True,TP
6/30/2026 13:34,"A 77-year-old patient has a persistent rough patch on the face that won't go away. Without knowing the diagnosis, what treatments exist for precancerous skin lesions?",Cryotherapy,skincancer-llama,False,2,36.81,0.1424,0.0,,36.95,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { ?cancer sc:commonlyFoundOn sc:Face .
                         ?cancer sc:hasSymptom sc:Itching .
                         ?cancer sc:hasSymptom sc:Elevation .
                         ?cancer sc:hasRiskFactor sc:FairSkin .
                         ?cancer sc:hasRiskFactor sc:UVExposure .
                         ?treatment sc:treatedWith ?cancer }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:34,"A 65-year-old patient has a rough, dark lesion on the face that looks like it could be cancerous. How would a doctor confirm whether this is malignant?",Biopsy,skincancer-llama,True,1,14.86,0.0508,7.7,19.21,41.81,True,60,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Face . }","ActinicKeratosis
BasalCellCarcinoma
SquamousCellCarcinoma","The doctor would examine the lesion and consider the patient's risk factors, such as age and sun exposure history, to determine the likelihood of malignancy. A biopsy is often performed to confirm the diagnosis, which in this case could be Actinic Keratosis or Basal Cell Carcinoma. These are common skin cancers that can appear on sun-exposed areas like the face.",,False,True,FP
6/30/2026 13:35,"A 49-year-old woman notices a mole on her thigh that has been growing, changing and becoming raised over several weeks. What is the most likely diagnosis and how is it confirmed?",Biopsy,skincancer-llama,False,2,37.93,0.1085,0.0,,38.04,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?diagnosis WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasValue ""Elevation"" .
  ?cancer sc:commonlyFoundOn sc:Thigh .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:35,What is the survival rate for melanoma?,Melanoma,skincancer-llama,True,1,17.29,0.0451,2.77,17.44,37.55,True,64,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?survivalRate WHERE { ?cancer sc:hasSymptom ?symptom .
                            ?symptom rdfs:label ""Survival Rate"" .
                            ?cancer sc:Melanoma }",Error: 400,"The survival rate for melanoma depends on several factors, including the thickness of the tumor and the presence of spread to other parts of the body. According to recent studies, the 5-year survival rate for patients with melanoma is around 63%, indicating that approximately two-thirds of those diagnosed with this cancer can expect to survive for at least five years after their initial diagnosis.",,False,True,FP
6/30/2026 13:36,A surgeon is planning Mohs surgery for a patient. Which skin cancer is most commonly treated this way?,BasalCellCarcinoma,skincancer-llama,True,0,6.8,0.0228,4.19,15.34,26.36,True,50,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:treatedWith sc:MohsSurgery }",BasalCellCarcinoma,"Mohs surgery is primarily used to treat Basal Cell Carcinoma. This type of skin cancer is common and often appears on sun-exposed areas like the face. The Mohs procedure involves removing the cancerous cells while preserving healthy tissue, making it a precise treatment for this specific type of skin cancer.",,True,True,TP
6/30/2026 13:37,A 46-year-old woman has a mole on her face that has been itching and visibly changing color over the past few months. What type of skin cancer could this be?,Melanoma,medgemma-original,False,2,33.13,0.2418,0.0,,33.37,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Face .
                  ?cancer sc:hasSymptom sc:Itching .
                  ?cancer sc:hasSymptom sc:Bleeding .
                  ?cancer sc:hasSymptom sc:Elevation .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:37,A 78-year-old male smoker with a history of previous skin cancer has developed a growing lesion on his back that has changed in appearance. What skin cancer has UV exposure and previous skin cancer as risk factors?,Melanoma,medgemma-original,True,0,11.34,0.021,2.71,30.05,44.13,False,49,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:UVExposure .
  ?cancer sc:hasRiskFactor sc:PreviousSkinCancer .
}",BasalCellCarcinoma,"Given the patient's age, smoking history, and previous skin cancer diagnosis, it sounds like he has developed Basal Cell Carcinoma (BCC). BCC is a type of skin cancer that is strongly linked to sun exposure. Because he already had one case, his risk for developing another BCC significantly increases.",,False,True,FP
6/30/2026 13:38,"A 55-year-old woman with a history of skin cancer presents with an itchy, bleeding, raised lesion on her neck. What type of skin cancer commonly appears on the neck?",BasalCellCarcinoma,medgemma-original,True,0,9.33,0.6705,2.98,10.31,23.29,True,39,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Neck }","BasalCellCarcinoma
SquamousCellCarcinoma","The patient's symptoms and history suggest a possible BasalCellCarcinoma or SquamousCellCarcinoma. Both are types of skin cancer that can occur on the neck area. Given the description, it's difficult to say definitively without further examination, but both are possibilities.",,True,True,TP
6/30/2026 13:38,"A 79-year-old man with very fair skin has a raised, itchy lesion on his forearm that bleeds occasionally. What skin cancers are associated with fair skin as a risk factor?",BasalCellCarcinoma,medgemma-original,True,0,9.98,0.0676,3.47,10.35,23.86,True,47,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { 
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:FairSkin .
}","ActinicKeratosis
BasalCellCarcinoma
Melanoma","Given the patient's age and fair skin, several types of skin cancer are concerning. Actinic Keratosis can develop into Basal Cell Carcinoma, which is more common in people with light skin. Melanoma also poses a risk for those with fair complexions, especially if there is sun exposure.",,True,True,TP
6/30/2026 13:39,"A 52-year-old woman has a growing, bleeding, elevated lesion on her face confirmed to be basal cell carcinoma. What treatments are available for her?",MohsSurgery,medgemma-original,True,0,7.3,0.0403,3.44,11.64,22.42,True,53,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { sc:BasalCellCarcinoma sc:treatedWith ?treatment }","Cryotherapy
MohsSurgery
RadiationTherapy
SurgicalExcision","For a basal cell carcinoma that is growing and bleeding on her face, we have several treatment options. These include cryotherapy, Mohs surgery, radiation therapy, and surgical excision to remove the cancerous tissue. The best choice depends on the size, location, and depth of the tumor as well as the patient's overall health.",,True,True,TP
6/30/2026 13:39,"A 67-year-old male smoker presents with an itchy, growing, raised lesion. Smoking is a known risk factor for which type of skin cancer?",SquamousCellCarcinoma,medgemma-original,True,0,7.05,0.0534,2.66,8.83,18.6,True,38,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:Smoking }",SquamousCellCarcinoma,"The patient's symptoms and smoking history strongly suggest Squamous Cell Carcinoma. This type of skin cancer is more common in smokers due to exposure to carcinogens. The growth, itchiness, and raised lesion are typical signs of this malignancy.",,True,True,TP
6/30/2026 13:39,"A 62-year-old female smoker has an itchy, bleeding lesion on her chest diagnosed as squamous cell carcinoma. What are the available treatments?",SurgicalExcision,medgemma-original,False,2,20.45,0.1228,0.0,,20.57,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { sc:SquamousCellCarcinoma sc:treatedWith ?treatment }","Chemotherapy
RadiationTherapy
SurgicalExcision
TopicalTherapy",FAILED - validation,"GraphDB DID return results (Chemotherapy
RadiationTherapy
SurgicalExcision
TopicalTherapy...) but Agent 2 rejected them — mismatch between results and question intent (reason: Detected type mismatch (rule-based)).",True,False,FN
6/30/2026 13:40,"A 77-year-old patient has a rough, persistently itchy patch on their face that does not heal. What condition does this suggest and how is it typically treated?",Cryotherapy,medgemma-original,False,2,39.74,0.1574,5.63,,45.53,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer (sc:treatedWith | sc:diagnosedBy) ?treatment
WHERE {
  ?symptom rdfs:label ""itching"" .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:commonlyFoundOn sc:Face .
  ?cancer sc:hasRiskFactor sc:FairSkin .
  ?cancer sc:commonlyFoundOn sc:Face .
}",Error: 400,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:40,"A 68-year-old patient with years of sun exposure has a scaly, itchy patch on the forearm that has been slowly changing. What skin condition is this likely to be?",ActinicKeratosis,medgemma-original,False,2,26.58,0.0667,0.0,,26.65,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE {
  ?symptom rdfs:label ""sc:Itching"" .
  ?symptom sc:hasSymptom ?cancer .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:41,"A 74-year-old woman with very fair skin has a lesion on her face that itches, bleeds and appears raised. Her doctor suspects basal cell carcinoma. What diagnostic method would confirm this?",Biopsy,medgemma-original,True,0,7.46,0.0271,4.14,11.26,22.89,True,59,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?method WHERE { sc:BasalCellCarcinoma sc:diagnosedBy ?method }","Biopsy
VisualExamination","To confirm basal cell carcinoma, your doctor will likely perform a biopsy and visual examination of the lesion. A biopsy involves taking a small sample of tissue for microscopic analysis to determine if cancer cells are present. The visual examination helps assess the size, shape, and appearance of the growth, providing additional clues about its type and potential spread.",,True,True,TP
6/30/2026 13:41,A 67-year-old male smoker has a lesion on his ear. What skin cancers commonly appear on the ear?,SquamousCellCarcinoma,medgemma-original,False,2,19.05,0.0692,0.0,,19.12,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Ear }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:42,A 68-year-old patient has a lesion on the forearm. What skin cancers are commonly found on the forearm?,ActinicKeratosis,medgemma-original,False,2,20.42,0.1264,0.0,,20.55,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Forearm }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:42,A 23-year-old patient has a pigmented lesion on the face that has not changed. Could this be a nevus and is it dangerous?,Melanoma,medgemma-original,False,2,36.3,0.1013,5.89,,42.29,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer (sc:hasSymptom | sc:hasRiskFactor | sc:treatedWith | sc:diagnosedBy) ?symptom
WHERE {
  ?symptom rdfs:label ""nevus"" .
  ?cancer sc:commonlyFoundOn sc:Face .
}",Error: 400,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:43,A 73-year-old woman has basal cell carcinoma on her face. Is smoking a risk factor for this condition?,UVExposure,medgemma-original,True,0,7.0,0.0254,2.66,10.57,20.26,False,51,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:UVExposure }","ActinicKeratosis
BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","Yes, smoking is a known risk factor for basal cell carcinoma (BCC). Studies have shown that smokers are more likely to develop BCC compared to non-smokers. The exact mechanism isn't fully understood but it's thought that chemicals in cigarette smoke can damage skin cells and increase the risk of cancer development.",,False,True,FP
6/30/2026 13:43,A patient has a lesion that bleeds. Which skin cancers have bleeding as a symptom?,Melanoma,medgemma-original,True,0,6.69,0.0306,3.02,9.95,19.7,True,50,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasSymptom sc:Bleeding }","BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","The lesion that is bleeding could be Basal Cell Carcinoma, Melanoma, or Squamous Cell Carcinoma. These skin cancers can bleed because they are growing and damaging the blood vessels in the skin. It's important to investigate this further with a biopsy to confirm the diagnosis and determine the appropriate treatment.",,True,True,TP
6/30/2026 13:43,What is skin cancer and how dangerous is it?,Melanoma,medgemma-original,False,2,29.25,0.085,0.0,,29.34,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?danger WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasDanger ?danger
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:44,A 78-year-old man who smokes and has had skin cancer before develops a lesion on his back. Which cancer has both smoking and previous skin cancer as risk factors?,Melanoma,medgemma-original,False,2,29.03,0.1005,0.0,,29.13,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:Smoking .
  ?cancer sc:hasRiskFactor sc:PreviousSkinCancer .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:44,"A 55-year-old woman has an itchy, bleeding, raised lesion on her neck. What skin cancer appears on the neck with these symptoms?",BasalCellCarcinoma,medgemma-original,False,2,32.29,0.095,0.0,,32.39,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE{
    ?cancer sc:commonlyFoundOn sc:Face .
    ?cancer sc:hasSymptom sc:Itching .
    ?cancer sc:hasSymptom sc:Bleeding .
    ?cancer sc:hasSymptom sc:Elevation .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:45,A doctor is examining a suspicious mole using dermoscopy. What cancer is typically diagnosed this way?,Melanoma,medgemma-original,True,0,7.77,0.0138,2.9,8.81,19.49,True,41,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:diagnosedBy sc:Dermoscopy }","Melanoma
SquamousCellCarcinoma",The doctor is looking at the mole with a special magnifying tool called a dermatoscope. This tool helps them spot signs of melanoma and squamous cell carcinoma. These are types of skin cancer that can be found early using this technique.,,True,True,TP
6/30/2026 13:45,A 62-year-old female smoker has a lesion on her chest. Which skin cancers are associated with smoking?,SquamousCellCarcinoma,medgemma-original,True,0,7.12,0.0136,2.83,7.95,17.91,True,38,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:Smoking }",SquamousCellCarcinoma,The lesion on her chest is likely squamous cell carcinoma. Smoking increases the risk of this type of skin cancer and others like basal cell carcinoma. It's important to investigate further with a biopsy to confirm the diagnosis.,,True,True,TP
6/30/2026 13:45,"A 77-year-old patient has a persistent rough patch on the face that won't go away. Without knowing the diagnosis, what treatments exist for precancerous skin lesions?",Cryotherapy,medgemma-original,False,2,37.0,0.0831,0.0,,37.09,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { ?cancer sc:commonlyFoundOn sc:Face .
                         ?cancer sc:hasSymptom sc:Itching .
                         ?cancer sc:hasSymptom sc:Elevation .
                         ?cancer sc:hasRiskFactor sc:FairSkin .
                         ?cancer sc:hasRiskFactor sc:UVExposure .
                         ?treatment sc:treatedWith ?cancer }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:46,"A 65-year-old patient has a rough, dark lesion on the face that looks like it could be cancerous. How would a doctor confirm whether this is malignant?",Biopsy,medgemma-original,True,1,14.37,0.0448,8.46,11.35,34.23,True,53,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Face . }","ActinicKeratosis
BasalCellCarcinoma
SquamousCellCarcinoma","Okay, so a doctor will likely perform a biopsy to check for cancerous cells in the lesion. Based on the description of a rough, dark spot, it could be Actinic Keratosis, Basal Cell Carcinoma, or Squamous Cell Carcinoma. The biopsy results will tell them which type it is and if treatment is needed.",,False,True,FP
