timestamp,question,expected_keyword,model,valid,retries,agent1_time,graphdb_time,agent2_time,agent3_time,total_time,keyword_hit,answer_length_words,sparql,raw_results,answer,debug_note,ground_truth,prediction,classification
6/30/2026 13:47,"A 49-year-old woman notices a mole on her thigh that has been growing, changing and becoming raised over several weeks. What is the most likely diagnosis and how is it confirmed?",Biopsy,medgemma-original,False,2,37.16,0.0596,0.0,,37.22,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?diagnosis WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasValue ""Elevation"" .
  ?cancer sc:commonlyFoundOn sc:Thigh .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:47,What is the survival rate for melanoma?,Melanoma,medgemma-original,False,2,228.12,0.2559,6.58,,234.95,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?survivalRate WHERE { ?cancer sc:hasSymptom ?symptom .
                            ?symptom rdfs:label ""Survival Rate"" .
                            ?cancer sc:hasRiskFactor ?risk .
                            ?risk rdfs:label ""Smoking"" .
                            ?cancer sc:treatedWith ?treatment .
                            ?treatment rdfs:label ""SurgicalExcision"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion .
                            ?bodyRegion rdfs:label ""Face"" .
                            ?cancer sc:hasSymptom ?symptom2 .
                            ?symptom2 rdfs:label ""Elevation"" .
                            ?cancer sc:hasRiskFactor ?risk2 .
                            ?risk2 rdfs:label ""UVExposure"" .
                            ?cancer sc:treatedWith ?treatment2 .
                            ?treatment2 rdfs:label ""RadiationTherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion2 .
                            ?bodyRegion2 rdfs:label ""Back"" .
                            ?cancer sc:hasSymptom ?symptom3 .
                            ?symptom3 rdfs:label ""Bleeding"" .
                            ?cancer sc:hasRiskFactor ?risk3 .
                            ?risk3 rdfs:label ""FairSkin"" .
                            ?cancer sc:treatedWith ?treatment3 .
                            ?treatment3 rdfs:label ""Chemotherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion4 .
                            ?bodyRegion4 rdfs:label ""Arms"" .
                            ?cancer sc:hasSymptom ?symptom4 .
                            ?symptom4 rdfs:label ""Itching"" .
                            ?cancer sc:hasRiskFactor ?risk4 .
                            ?risk4 rdfs:label ""Smoking"" .
                            ?cancer sc:treatedWith ?treatment4 .
                            ?treatment4 rdfs:label ""Cryotherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion5 .
                            ?bodyRegion5 rdfs:label ""Scalp"" .
                            ?cancer sc:hasSymptom ?symptom5 .
                            ?symptom5 rdfs:label ""ColorVariation"" .
                            ?cancer sc:hasRiskFactor ?risk5 .
                            ?risk5 rdfs:label ""FamilyHistory"" .
                            ?cancer sc:treatedWith ?treatment5 .
                            ?treatment5 rdfs:label ""MohsSurgery"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion6 .
                            ?bodyRegion6 rdfs:label ""Legs"" .
                            ?cancer sc:hasSymptom ?symptom6 .
                            ?symptom6 rdfs:label ""DiameterChange"" .
                            ?cancer sc:hasRiskFactor ?risk6 .
                            ?risk6 rdfs:label ""UVExposure"" .
                            ?cancer sc:treatedWith ?treatment6 .
                            ?treatment6 rdfs:label ""TopicalTherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion7 .
                            ?bodyRegion7 rdfs:label ""Neck"" .
                            ?cancer sc:hasSymptom ?symptom7 .
                            ?symptom7 rdfs:label ""IrregularBorder"" .
                            ?cancer sc:hasRiskFactor ?risk7 .
                            ?risk7 rdfs:label ""FairSkin"" .
                            ?cancer sc:treatedWith ?treatment7 .
                            ?treatment7 rdfs:label ""SurgicalExcision"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion8 .
                            ?bodyRegion8 rdfs:label ""Back"" .
                            ?cancer sc:hasSymptom ?symptom8 .
                            ?symptom8 rdfs:label ""Asymmetry"" .
                            ?cancer sc:hasRiskFactor ?risk8 .
                            ?risk8 rdfs:label ""FamilyHistory"" .
                            ?cancer sc:treatedWith ?treatment8 .
                            ?treatment8 rdfs:label ""RadiationTherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion9 .
                            ?bodyRegion9 rdfs:label ""Face"" .
                            ?cancer sc:hasSymptom ?symptom9 .
                            ?symptom9 rdfs:label ""Elevation"" .
                            ?cancer sc:hasRiskFactor ?risk9 .
                            ?risk9 rdfs:label ""UVExposure"" .
                            ?cancer sc:treatedWith ?treatment9 .
                            ?treatment9 rdfs:label ""Chemotherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion10 .
                            ?bodyRegion10 rdfs:label ""Scalp"" .
                            ?cancer sc:hasSymptom ?symptom10 .
                            ?symptom10 rdfs:label ""ColorVariation"" .
                            ?cancer sc:hasRiskFactor ?risk10 .
                            ?risk10 rdfs:label ""FairSkin"" .
                            ?cancer sc:treatedWith ?treatment10 .
                            ?treatment10 rdfs:label ""Cryotherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion11 .
                            ?bodyRegion11 rdfs:label ""Neck"" .
                            ?cancer sc:hasSymptom ?symptom11 .
                            ?symptom11 rdfs:label ""IrregularBorder"" .
                            ?cancer sc:hasRiskFactor ?risk11 .
                            ?risk11 rdfs:label ""FamilyHistory"" .
                            ?cancer sc:treatedWith ?treatment11 .
                            ?treatment11 rdfs:label ""MohsSurgery"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion12 .
                            ?bodyRegion12 rdfs:label ""Legs"" .
                            ?cancer sc:hasSymptom ?symptom12 .
                            ?symptom12 rdfs:label ""Bleeding"" .
                            ?cancer sc:hasRiskFactor ?risk12 .
                            ?risk12 rdfs:label ""UVExposure"" .
                            ?cancer sc:treatedWith ?treatment12 .
                            ?treatment12 rdfs:label ""TopicalTherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion13 .
                            ?bodyRegion13 rdfs:label ""Arms"" .
                            ?cancer sc:hasSymptom ?symptom13 .
                            ?symptom13 rdfs:label ""DiameterChange"" .
                            ?cancer sc:hasRiskFactor ?risk13 .
                            ?risk13 rdfs:label ""FairSkin"" .
                            ?cancer sc:treatedWith ?treatment13 .
                            ?treatment13 rdfs:label ""SurgicalExcision"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion14 .
                            ?bodyRegion14 rdfs:label ""Scalp"" .
                            ?cancer sc:hasSymptom ?symptom14 .
                            ?symptom14 rdfs:label ""Asymmetry"" .
                            ?cancer sc:hasRiskFactor ?risk14 .
                            ?risk14 rdfs:label ""FamilyHistory"" .
                            ?cancer sc:treatedWith ?treatment14 .
                            ?treatment14 rdfs:label ""RadiationTherapy"" .
                            ?cancer sc:commonlyFoundOn ?bodyRegion15 .
                            ?bodyRegion15 rdfs:label ""Face"" .
                            ?cancer sc:hasSymptom ?symptom15 .
                            ?symptom15 rdfs:label ""ColorVariation"" .
                            ?cancer sc:hasRiskFactor ?risk15 .
                            ?risk15 rdfs:label ""UVExposure"" .
                            ?cancer sc:treatedWith ?treatment15 .
                            ?treatment15 rdfs:label ""Chemotherapy"" .
                            }",Error: 400,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 13:51,A surgeon is planning Mohs surgery for a patient. Which skin cancer is most commonly treated this way?,BasalCellCarcinoma,medgemma-original,True,0,6.96,0.0435,2.65,10.61,20.27,True,60,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:treatedWith sc:MohsSurgery }",BasalCellCarcinoma,"Basal cell carcinoma is the most common type of skin cancer treated with Mohs surgery. Mohs surgery involves removing thin layers of tissue and examining them under a microscope to ensure all cancerous cells are removed while preserving healthy skin. This technique is particularly useful for basal cell carcinoma because it allows for precise removal, minimizing damage to surrounding areas.",,True,True,TP
6/30/2026 14:15,A 46-year-old woman has a mole on her face that has been itching and visibly changing color over the past few months. What type of skin cancer could this be?,Melanoma,medgemma-skincancer,False,2,27.53,0.0879,0.0,,27.61,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Face .
                  ?cancer sc:hasSymptom sc:Itching .
                  ?cancer sc:hasSymptom sc:Bleeding .
                  ?cancer sc:hasSymptom sc:Elevation .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:16,A 78-year-old male smoker with a history of previous skin cancer has developed a growing lesion on his back that has changed in appearance. What skin cancer has UV exposure and previous skin cancer as risk factors?,Melanoma,medgemma-skincancer,True,0,11.77,0.025,2.93,76.13,90.86,False,55,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:UVExposure .
  ?cancer sc:hasRiskFactor sc:PreviousSkinCancer .
}",BasalCellCarcinoma,"Given the patient's age, location of the lesion (back), and risk factors including smoking and previous skin cancer, Basal Cell Carcinoma is highly suspected. This type of skin cancer often presents as an evolving growth on sun-exposed areas like the back and can be aggressive if left untreated due to its propensity for local invasion.",,False,True,FP
6/30/2026 14:17,"A 55-year-old woman with a history of skin cancer presents with an itchy, bleeding, raised lesion on her neck. What type of skin cancer commonly appears on the neck?",BasalCellCarcinoma,medgemma-skincancer,True,0,16.06,0.4626,6.26,25.38,48.17,True,38,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Neck }","BasalCellCarcinoma
SquamousCellCarcinoma","Given her symptoms and risk factors, Basal Cell Carcinoma is a likely diagnosis for this neck lesion. This type of skin cancer can present with itching, bleeding, and elevation and is common in sun-exposed areas like the neck.",,True,True,TP
6/30/2026 14:18,"A 79-year-old man with very fair skin has a raised, itchy lesion on his forearm that bleeds occasionally. What skin cancers are associated with fair skin as a risk factor?",BasalCellCarcinoma,medgemma-skincancer,True,0,15.35,0.5084,7.49,46.09,69.44,True,64,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { 
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:FairSkin .
}","ActinicKeratosis
BasalCellCarcinoma
Melanoma","Given the patient's age and fair skin type, there is an increased risk for sun damage leading to conditions like Actinic Keratosis. These pre-cancerous lesions can sometimes develop into Basal Cell Carcinoma if left untreated. While Melanoma also requires consideration in individuals with fair skin due to its aggressive nature, it was not specifically identified as a primary concern based on the provided information.",,True,True,TP
6/30/2026 14:19,"A 52-year-old woman has a growing, bleeding, elevated lesion on her face confirmed to be basal cell carcinoma. What treatments are available for her?",MohsSurgery,medgemma-skincancer,True,0,18.32,1.2855,11.88,32.29,63.78,True,48,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { sc:BasalCellCarcinoma sc:treatedWith ?treatment }","Cryotherapy
MohsSurgery
RadiationTherapy
SurgicalExcision","Basal cell carcinoma is often treated with surgical removal like Mohs surgery for precise margins. Cryotherapy may be considered depending on the tumor's characteristics and location. Radiation therapy can also be used in certain cases to destroy cancer cells, but is not always the first line of treatment.",,True,True,TP
6/30/2026 14:20,"A 67-year-old male smoker presents with an itchy, growing, raised lesion. Smoking is a known risk factor for which type of skin cancer?",SquamousCellCarcinoma,medgemma-skincancer,True,0,24.25,0.7,5.24,31.85,62.04,True,47,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:Smoking }",SquamousCellCarcinoma,"Given the patient's age and risk factors like smoking, SquamousCellCarcinoma is a strong consideration. This type of skin cancer often presents with symptoms such as itching, growth, and elevation in affected areas. It requires appropriate diagnosis and treatment to ensure positive outcomes for patients diagnosed with it.",,True,True,TP
6/30/2026 14:21,"A 62-year-old female smoker has an itchy, bleeding lesion on her chest diagnosed as squamous cell carcinoma. What are the available treatments?",SurgicalExcision,medgemma-skincancer,False,2,36.67,0.855,0.0,,37.53,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { sc:SquamousCellCarcinoma sc:treatedWith ?treatment }","Chemotherapy
RadiationTherapy
SurgicalExcision
TopicalTherapy",FAILED - validation,"GraphDB DID return results (Chemotherapy
RadiationTherapy
SurgicalExcision
TopicalTherapy...) but Agent 2 rejected them — mismatch between results and question intent (reason: Detected type mismatch (rule-based)).",True,False,FN
6/30/2026 14:22,"A 77-year-old patient has a rough, persistently itchy patch on their face that does not heal. What condition does this suggest and how is it typically treated?",Cryotherapy,medgemma-skincancer,True,1,29.57,0.5063,8.73,30.53,69.34,False,47,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer (sc:hasSymptom | sc:treatedWith) ?symptom
WHERE {
  ?symptom rdfs:label ""itching"" .
  ?cancer sc:commonlyFoundOn sc:Face .
}",Error: 400,The patient's symptoms of an itchy and non-healing facial lesion are concerning for Basal Cell Carcinoma. This is a common type of skin cancer that arises from the basal cells in the epidermis. Treatment often involves surgical excision to remove the cancerous tissue and prevent further spread.,,False,True,FP
6/30/2026 14:23,"A 68-year-old patient with years of sun exposure has a scaly, itchy patch on the forearm that has been slowly changing. What skin condition is this likely to be?",ActinicKeratosis,medgemma-skincancer,False,2,38.53,0.6376,0.0,,39.17,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE {
  ?symptom rdfs:label ""sc:Itching"" .
  ?symptom sc:hasSymptom ?cancer .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:24,"A 74-year-old woman with very fair skin has a lesion on her face that itches, bleeds and appears raised. Her doctor suspects basal cell carcinoma. What diagnostic method would confirm this?",Biopsy,medgemma-skincancer,True,0,10.18,0.0588,4.89,24.17,39.31,True,34,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?method WHERE { sc:BasalCellCarcinoma sc:diagnosedBy ?method }","Biopsy
VisualExamination",The diagnosis of Basal Cell Carcinoma is confirmed by Biopsy and Visual Examination. These methods allow for direct microscopic analysis of the lesion to identify cancerous cells characteristic of this type of skin cancer.,,True,True,TP
6/30/2026 14:25,A 67-year-old male smoker has a lesion on his ear. What skin cancers commonly appear on the ear?,SquamousCellCarcinoma,medgemma-skincancer,False,2,37.24,0.6418,0.0,,37.89,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Ear }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:25,A 68-year-old patient has a lesion on the forearm. What skin cancers are commonly found on the forearm?,ActinicKeratosis,medgemma-skincancer,False,2,25.75,0.2712,0.0,,26.02,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:commonlyFoundOn sc:Forearm }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:26,A 23-year-old patient has a pigmented lesion on the face that has not changed. Could this be a nevus and is it dangerous?,Melanoma,medgemma-skincancer,False,2,45.85,0.3654,12.02,,58.24,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer (sc:hasSymptom | sc:hasRiskFactor | sc:treatedWith | sc:diagnosedBy) ?symptom
WHERE {
  ?symptom rdfs:label ""nevus"" .
  ?cancer sc:commonlyFoundOn sc:Face .
}",Error: 400,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:27,A 73-year-old woman has basal cell carcinoma on her face. Is smoking a risk factor for this condition?,UVExposure,medgemma-skincancer,True,0,8.69,0.6215,9.25,24.45,43.01,False,35,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:UVExposure }","ActinicKeratosis
BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","Smoking is not directly linked to Basal Cell Carcinoma. Basal Cell Carcinoma (BCC) is primarily caused by sun exposure and genetic factors, though other risk factors can play a role depending on the specific subtype.",,False,True,FP
6/30/2026 14:27,A patient has a lesion that bleeds. Which skin cancers have bleeding as a symptom?,Melanoma,medgemma-skincancer,True,0,12.62,0.6479,7.6,24.74,45.61,True,33,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasSymptom sc:Bleeding }","BasalCellCarcinoma
Melanoma
SquamousCellCarcinoma","Bleeding can be a symptom of certain skin cancers. Basal Cell Carcinoma, Melanoma, and Squamous Cell Carcinoma are all types that may present with bleeding lesions. Early detection is important for these conditions.",,True,True,TP
6/30/2026 14:28,What is skin cancer and how dangerous is it?,Melanoma,medgemma-skincancer,False,2,50.1,1.3028,0.0,,51.41,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?danger WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasDanger ?danger
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:29,A 78-year-old man who smokes and has had skin cancer before develops a lesion on his back. Which cancer has both smoking and previous skin cancer as risk factors?,Melanoma,medgemma-skincancer,False,2,39.08,0.5507,0.0,,39.63,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasRiskFactor sc:Smoking .
  ?cancer sc:hasRiskFactor sc:PreviousSkinCancer .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:30,"A 55-year-old woman has an itchy, bleeding, raised lesion on her neck. What skin cancer appears on the neck with these symptoms?",BasalCellCarcinoma,medgemma-skincancer,False,2,44.12,0.7197,0.0,,44.84,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer
WHERE{
    ?cancer sc:commonlyFoundOn sc:Face .
    ?cancer sc:hasSymptom sc:Itching .
    ?cancer sc:hasSymptom sc:Bleeding .
    ?cancer sc:hasSymptom sc:Elevation .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:30,A doctor is examining a suspicious mole using dermoscopy. What cancer is typically diagnosed this way?,Melanoma,medgemma-skincancer,True,0,10.18,0.3604,7.63,24.72,42.89,True,37,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:diagnosedBy sc:Dermoscopy }","Melanoma
SquamousCellCarcinoma",Dermoscopy is often used to diagnose suspicious moles that may be cancerous. The most common type of skin cancer diagnosed in this way is Melanoma. Other types of skin cancers can also be identified using this technique.,,True,True,TP
6/30/2026 14:31,A 62-year-old female smoker has a lesion on her chest. Which skin cancers are associated with smoking?,SquamousCellCarcinoma,medgemma-skincancer,True,0,12.22,0.5603,13.91,30.1,56.8,True,44,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:hasRiskFactor sc:Smoking }",SquamousCellCarcinoma,"Smoking is associated with an increased risk of Squamous Cell Carcinoma (SCC), especially in sun-exposed areas like the chest. SCC is a type of skin cancer that arises from squamous cells and can present as a firm, red nodule or a scaly, crusted patch.",,True,True,TP
6/30/2026 14:32,"A 77-year-old patient has a persistent rough patch on the face that won't go away. Without knowing the diagnosis, what treatments exist for precancerous skin lesions?",Cryotherapy,medgemma-skincancer,False,2,49.33,0.8938,0.0,,50.23,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?treatment WHERE { ?cancer sc:commonlyFoundOn sc:Face .
                         ?cancer sc:hasSymptom sc:Itching .
                         ?cancer sc:hasSymptom sc:Elevation .
                         ?cancer sc:hasRiskFactor sc:FairSkin .
                         ?cancer sc:hasRiskFactor sc:UVExposure .
                         ?treatment sc:treatedWith ?cancer }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:33,"A 65-year-old patient has a rough, dark lesion on the face that looks like it could be cancerous. How would a doctor confirm whether this is malignant?",Biopsy,medgemma-skincancer,True,1,24.93,0.8207,24.4,29.78,79.94,True,49,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?method WHERE { ?cancer sc:commonlyFoundOn sc:Face . ?cancer sc:diagnosedBy ?method }","Biopsy
VisualExamination
Biopsy
VisualExamination
Biopsy
Dermoscopy","Given the patient's age and the appearance of the facial lesion, further investigation is warranted to rule out malignancy. A biopsy is often performed to obtain tissue samples for microscopic examination by a pathologist. This allows definitive diagnosis and characterization of any potential cancerous cells present in the lesion.",,True,True,TP
6/30/2026 14:34,"A 49-year-old woman notices a mole on her thigh that has been growing, changing and becoming raised over several weeks. What is the most likely diagnosis and how is it confirmed?",Biopsy,medgemma-skincancer,False,2,78.85,2.4805,0.0,,81.33,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer ?diagnosis WHERE {
  ?cancer rdfs:subClassOf sc:SkinCancer .
  ?cancer sc:hasSymptom ?symptom .
  ?symptom sc:hasValue ""Elevation"" .
  ?cancer sc:commonlyFoundOn sc:Thigh .
}",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:35,What is the survival rate for melanoma?,Melanoma,medgemma-skincancer,False,2,42.22,0.581,4.54,,47.35,False,0,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?survivalRate WHERE { sc:Melanoma sc:treatedWith ?treatment .
                            ?treatment sc:hasOutcome ?outcome .
                            ?outcome rdfs:label ""survival rate"" .
                            FILTER(LANG(?outcome) = 'en') }",No results found,FAILED - validation,"GraphDB returned empty/error — SPARQL likely references a class or region not present in the ontology (e.g. body region, diagnostic, or risk-factor combination not modeled), or uses blank nodes/string literals instead of ontology class URIs.",False,False,TN
6/30/2026 14:36,A surgeon is planning Mohs surgery for a patient. Which skin cancer is most commonly treated this way?,BasalCellCarcinoma,medgemma-skincancer,True,0,9.08,0.1419,5.99,35.68,50.9,True,52,"PREFIX sc: <http://www.semanticweb.org/skincancer_exp#>
SELECT ?cancer WHERE { ?cancer sc:treatedWith sc:MohsSurgery }",BasalCellCarcinoma,"Basal Cell Carcinoma (BCC) is the most common type of skin cancer and frequently requires Mohs surgery. This surgical technique involves removing the tumor layer by layer while examining each piece under magnification to ensure complete removal with minimal healthy tissue damage, especially in cosmetically sensitive areas like the face or ears.",,True,True,TP
